user_file,reference_file,evaluation_metric,category,value
yura_5.wav,tts_3.wav,pitch_difference,정확성,275.3427734375
yura_5.wav,tts_3.wav,rms_difference,정확성,0.005693493410944939
yura_5.wav,tts_3.wav,speech_rate_difference,유창성,4.697813789575136
yura_5.wav,tts_3.wav,pause_difference,유창성,0.0
yura_5.wav,tts_3.wav,word_omission,완전성,0.0
yura_6.wav,tts_3.wav,pitch_contour_similarity,음율적 오류,-0.0703283786003885
yura_6.wav,tts_3.wav,rhythm_similarity,음율적 오류,0.0
yura_6.wav,tts_3.wav,pitch_difference,정확성,395.1199951171875
yura_6.wav,tts_3.wav,rms_difference,정확성,0.006747199222445488
yura_6.wav,tts_3.wav,speech_rate_difference,유창성,4.5179880385815565
yura_6.wav,tts_3.wav,pause_difference,유창성,0.0
yura_6.wav,tts_3.wav,word_omission,완전성,0.0
yura_1.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,0.1663633683682977
yura_1.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_1.wav,tts_4.wav,pitch_difference,정확성,376.7548828125
yura_1.wav,tts_4.wav,rms_difference,정확성,0.02713373489677906
yura_1.wav,tts_4.wav,speech_rate_difference,유창성,1.92742792866877
yura_1.wav,tts_4.wav,pause_difference,유창성,0.0
yura_1.wav,tts_4.wav,word_omission,완전성,0.0
yura_2.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,-0.04052390663862367
yura_2.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_2.wav,tts_4.wav,pitch_difference,정확성,368.8731689453125
yura_2.wav,tts_4.wav,rms_difference,정확성,0.01001516543328762
yura_2.wav,tts_4.wav,speech_rate_difference,유창성,2.5581225401336383
yura_2.wav,tts_4.wav,pause_difference,유창성,0.0
yura_2.wav,tts_4.wav,word_omission,완전성,0.0
yura_3.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,-0.0326431932091367
yura_3.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_3.wav,tts_4.wav,pitch_difference,정확성,492.8094482421875
yura_3.wav,tts_4.wav,rms_difference,정확성,0.0008226055651903152
yura_3.wav,tts_4.wav,speech_rate_difference,유창성,2.4423600564266366
yura_3.wav,tts_4.wav,pause_difference,유창성,0.0
yura_3.wav,tts_4.wav,word_omission,완전성,0.0
yura_4.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,-0.145790197797188
yura_4.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_4.wav,tts_4.wav,pitch_difference,정확성,273.8499755859375
yura_4.wav,tts_4.wav,rms_difference,정확성,0.0018462762236595154
yura_4.wav,tts_4.wav,speech_rate_difference,유창성,2.3082307151299304
yura_4.wav,tts_4.wav,pause_difference,유창성,0.0
yura_4.wav,tts_4.wav,word_omission,완전성,0.0
yura_5.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,-0.07356529076239669
yura_5.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_5.wav,tts_4.wav,pitch_difference,정확성,418.5418701171875
yura_5.wav,tts_4.wav,rms_difference,정확성,0.0005862750113010406
yura_5.wav,tts_4.wav,speech_rate_difference,유창성,2.4224673529235616
yura_5.wav,tts_4.wav,pause_difference,유창성,0.0
yura_5.wav,tts_4.wav,word_omission,완전성,0.0
yura_6.wav,tts_4.wav,pitch_contour_similarity,음율적 오류,0.122356232744013
yura_6.wav,tts_4.wav,rhythm_similarity,음율적 오류,0.0
yura_6.wav,tts_4.wav,pitch_difference,정확성,298.7646484375
yura_6.wav,tts_4.wav,rms_difference,정확성,0.00163998082280159
yura_6.wav,tts_4.wav,speech_rate_difference,유창성,2.242641601929982
yura_6.wav,tts_4.wav,pause_difference,유창성,0.0
yura_6.wav,tts_4.wav,word_omission,완전성,0.0
yura_1.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,0.0473119686359018
yura_1.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_1.wav,tts_5.wav,pitch_difference,정확성,500.65234375
yura_1.wav,tts_5.wav,rms_difference,정확성,0.03320686146616936
yura_1.wav,tts_5.wav,speech_rate_difference,유창성,3.413168750347083
yura_1.wav,tts_5.wav,pause_difference,유창성,0.0
yura_1.wav,tts_5.wav,word_omission,완전성,0.0
yura_2.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,0.03802797776400987
yura_2.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_2.wav,tts_5.wav,pitch_difference,정확성,492.7706298828125
yura_2.wav,tts_5.wav,rms_difference,정확성,0.016088292002677917
yura_2.wav,tts_5.wav,speech_rate_difference,유창성,4.043863361811951
yura_2.wav,tts_5.wav,pause_difference,유창성,0.0
yura_2.wav,tts_5.wav,word_omission,완전성,0.0
yura_3.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,0.030434199609348914
yura_3.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_3.wav,tts_5.wav,pitch_difference,정확성,616.7069091796875
yura_3.wav,tts_5.wav,rms_difference,정확성,0.006895732134580612
yura_3.wav,tts_5.wav,speech_rate_difference,유창성,3.9281008781049493
yura_3.wav,tts_5.wav,pause_difference,유창성,0.0
yura_3.wav,tts_5.wav,word_omission,완전성,0.0
yura_4.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,-0.005403369437649943
yura_4.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_4.wav,tts_5.wav,pitch_difference,정확성,397.7474365234375
yura_4.wav,tts_5.wav,rms_difference,정확성,0.007919402793049812
yura_4.wav,tts_5.wav,speech_rate_difference,유창성,3.793971536808243
yura_4.wav,tts_5.wav,pause_difference,유창성,0.0
yura_4.wav,tts_5.wav,word_omission,완전성,0.0
yura_5.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,-0.0952538927050097
yura_5.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_5.wav,tts_5.wav,pitch_difference,정확성,542.4393310546875
yura_5.wav,tts_5.wav,rms_difference,정확성,0.005486851558089256
yura_5.wav,tts_5.wav,speech_rate_difference,유창성,3.9082081746018744
yura_5.wav,tts_5.wav,pause_difference,유창성,0.0
yura_5.wav,tts_5.wav,word_omission,완전성,0.0
yura_6.wav,tts_5.wav,pitch_contour_similarity,음율적 오류,-0.3176877338271605
yura_6.wav,tts_5.wav,rhythm_similarity,음율적 오류,0.0
yura_6.wav,tts_5.wav,pitch_difference,정확성,422.662109375
yura_6.wav,tts_5.wav,rms_difference,정확성,0.004433145746588707
yura_6.wav,tts_5.wav,speech_rate_difference,유창성,3.728382423608295
yura_6.wav,tts_5.wav,pause_difference,유창성,0.0
yura_6.wav,tts_5.wav,word_omission,완전성,0.0
yura_1.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,0.17677072313462416
yura_1.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_1.wav,tts_6.wav,pitch_difference,정확성,442.9273681640625
yura_1.wav,tts_6.wav,rms_difference,정확성,0.025351861491799355
yura_1.wav,tts_6.wav,speech_rate_difference,유창성,6.0620656538617865
yura_1.wav,tts_6.wav,pause_difference,유창성,0.0
yura_1.wav,tts_6.wav,word_omission,완전성,0.0
yura_2.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,0.332601251228037
yura_2.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_2.wav,tts_6.wav,pitch_difference,정확성,435.045654296875
yura_2.wav,tts_6.wav,rms_difference,정확성,0.008233292028307915
yura_2.wav,tts_6.wav,speech_rate_difference,유창성,6.692760265326655
yura_2.wav,tts_6.wav,pause_difference,유창성,0.0
yura_2.wav,tts_6.wav,word_omission,완전성,0.0
yura_3.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,0.11763427307054977
yura_3.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_3.wav,tts_6.wav,pitch_difference,정확성,558.98193359375
yura_3.wav,tts_6.wav,rms_difference,정확성,0.0009592678397893906
yura_3.wav,tts_6.wav,speech_rate_difference,유창성,6.576997781619653
yura_3.wav,tts_6.wav,pause_difference,유창성,0.0
yura_3.wav,tts_6.wav,word_omission,완전성,0.0
yura_4.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,-0.1750409709607129
yura_4.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_4.wav,tts_6.wav,pitch_difference,정확성,340.0224609375
yura_4.wav,tts_6.wav,rms_difference,정확성,6.440281867980957e-05
yura_4.wav,tts_6.wav,speech_rate_difference,유창성,6.442868440322947
yura_4.wav,tts_6.wav,pause_difference,유창성,0.0
yura_4.wav,tts_6.wav,word_omission,완전성,0.0
yura_5.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,-0.058289469469096536
yura_5.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_5.wav,tts_6.wav,pitch_difference,정확성,484.71435546875
yura_5.wav,tts_6.wav,rms_difference,정확성,0.0023681484162807465
yura_5.wav,tts_6.wav,speech_rate_difference,유창성,6.557105078116578
yura_5.wav,tts_6.wav,pause_difference,유창성,0.0
yura_5.wav,tts_6.wav,word_omission,완전성,0.0
yura_6.wav,tts_6.wav,pitch_contour_similarity,음율적 오류,-0.13964597107972004
yura_6.wav,tts_6.wav,rhythm_similarity,음율적 오류,0.0
yura_6.wav,tts_6.wav,pitch_difference,정확성,364.9371337890625
yura_6.wav,tts_6.wav,rms_difference,정확성,0.0034218542277812958
yura_6.wav,tts_6.wav,speech_rate_difference,유창성,6.377279327122999
yura_6.wav,tts_6.wav,pause_difference,유창성,0.0
yura_6.wav,tts_6.wav,word_omission,완전성,0.0
